股票代码,股票简称,最新价,最新涨跌幅,所属同花顺行业,主力资金流向[20260415],最新dde大单净额,所属概念,总股本[20260415],市盈率(pe)[20260415],主力买入金额[20260415],主力卖出金额[20260415],market_code,code
301396.SZ,宏景科技,246.6,10.741871744206927,计算机-IT服务-IT服务Ⅲ,145511480.0,146714030.000,算力租赁;财税数字化;云计算;东数西算(算力);多模态AI;ChatGPT概念;智慧政务;信创;腾讯概念;AI智能体;数据要素;数据中心;空间计算;MR(混合现实);DeepSeek概念;华为概念;智慧城市;安防;数字经济;AI应用;人工智能;物联网;职业教育;智能医疗;专精特新;智能物流;乡村振兴;旅游概念;新型城镇化;深股通;融资融券,153517547.00,264.077,754346750.0,608835270.0,33,301396
000785.SZ,居然智家,2.7,10.204081632653061,商贸零售-零售-商业物业经营,25272816.0,123333802.000,AI应用;AI语料;AIGC概念;Sora概念(文生视频);数据要素;AI智能体;鸿蒙概念;免税店;DeepSeek概念;空间计算;人工智能;京津冀一体化;阿里巴巴概念;抖音概念(字节概念);跨境电商;预制菜;乡村振兴;智能物流;回购增持再贷款概念;华为概念;智能家居;苹果概念;融资融券;深股通,6227048814.00,-16.834,97828180.0,72555364.0,33,000785
002124.SZ,天邦食品,3.14,10.17543859649123,农林牧渔-养殖业-生猪养殖,-138248734.0,89150886.000,猪肉;预制菜;绿色电力;元宇宙;机器人概念;深股通;摘帽,2221933832.00,20.160,236091346.0,374340080.0,33,002124
920012.BJ,创达新材,55.85,10.136067836718595,电子-半导体-半导体材料,-10446519.0,,先进封装;有机硅概念;新股与次新股;融资融券,49317380.00,41.989,87448786.0,97895305.0,151,920012
002589.SZ,瑞康医药,3.59,10.12269938650307,医药生物-医药商业-医药流通,-3749684.0,153268202.000,医药电商;创新药;AI应用;智能医疗;医疗器械概念;养老概念;冷链物流;农业种植;牙科医疗;回购增持再贷款概念;统一大市场;人工智能;区块链;华为概念;融资融券,1504710471.00,333.819,53560176.0,57309860.0,33,002589
301040.SZ,中环海陆,32.61,10.094530722484802,电力设备-风电设备-风电零部件,15571816.799999997,13185244.800,卫星导航;商业航天;军工;专精特新;人民币贬值受益;高端装备;核电;风电;绿色电力;融资融券,100001046.00,-36.988,34800100.8,19228284.0,33,301040
002798.SZ,帝欧水华,6.67,10.06600660066007,轻工制造-家居用品-瓷砖地板,27830528.0,31860462.000,智能家居;回购增持再贷款概念;西部大开发;绿色电力;人工智能;华为概念;DeepSeek概念;股权转让(并购重组),550177587.00,-19.471,31305535.0,3475007.0,33,002798
600267.SH,海正药业,11.39,10.04830917874397,医药生物-化学制药-化学制剂,21698736.0,98800405.000,仿制药一致性评价;流感;医药电商;创新药;动物疫苗;阿尔茨海默概念;减肥药;合成生物;青蒿素;医美概念;宠物经济;智能医疗;国企改革;DeepSeek概念;融资融券;沪股通,1198761196.00,25.252,132026064.0,110327328.0,17,600267
603815.SH,交建股份,6.36,10.034602076124568,建筑装饰-建筑装饰-基础建设,7288691.8999999985,36590063.900,新型城镇化;地下管网;PPP概念;水利;乡村振兴;一带一路;沪股通,618924235.00,21.543,21320706.9,14032015.0,17,603815
002361.SZ,神剑股份,18.54,10.029673590504437,基础化工-塑料制品-合成树脂,78624560.0,631863970.000,卫星导航;商业航天;军民融合;航空发动机;军工;低空经济;无人机;高铁;3D打印;高端装备;石墨烯;国企改革;污水处理;深股通;股权转让(并购重组);融资融券,951034969.00,436.152,1038660920.0,960036360.0,33,002361
002787.SZ,华源控股,16.68,10.026385224274403,轻工制造-包装印刷-包装,18822194.0,44938837.000,锂电池概念;2025年报预增;长三角一体化;芯片概念;食品安全;创投;海峡两岸,335176599.00,49.268,84037279.0,65215085.0,33,002787
001208.SZ,华菱线缆,21.4,10.025706940874034,电力设备-电网设备-线缆部件及其他,165781203.0,310094435.000,商业航天;卫星导航;可控核聚变;军工;核电;海工装备;特高压;高铁;高端装备;水利;充电桩;光伏概念;风电;机器人概念;人形机器人;工业互联网;专精特新;比亚迪概念;新能源汽车;国企改革;新疆振兴;深股通,638350432.00,123.968,243826811.0,78045608.0,33,001208
603327.SH,福蓉科技,10.54,10.02087682672233,电子-消费电子-消费电子零部件及组装,10214557.0,184791116.900,AI手机;5G;柔性屏(折叠屏);小米概念;华为概念;比亚迪概念;消费电子概念;MR(混合现实);新能源汽车;AI眼镜;苹果概念;特斯拉概念;锂电池概念;储能;宁德时代概念;西部大开发;国企改革;金属回收;沪股通,1045459360.00,101.372,75620613.0,65406056.0,17,603327
600135.SH,乐凯胶片,11.2,10.019646365422393,基础化工-塑料制品-膜材料,29841174.0,66331097.000,光伏概念;雄安新区;京津冀一体化;央企国企改革;柔性屏(折叠屏);国企改革;参股保险;锂电池概念;医疗器械概念;固态电池;融资融券,553307099.00,-62.769,54483272.0,24642098.0,17,600135
603216.SH,梦天家居,33.17,10.016583747927044,轻工制造-家居用品-定制家居,19335937.0,48252062.000,芯片概念;智能家居;工业互联网;参股银行,222690000.00,98.396,41581983.0,22246046.0,17,603216
002580.SZ,圣阳股份,25.27,10.013060513713542,电力设备-电池-其他电池,-179898970.0,49895695.000,动力电池回收;钠离子电池;固态电池;锂电池概念;储能;高铁;新疆振兴;液冷服务器;创投;国企改革;雄安新区;军工;数据中心;华为概念;东数西算(算力);抖音概念(字节概念);快手概念;鸿蒙概念;深股通;融资融券,453868993.00,53.714,397378990.0,577277960.0,33,002580
002297.SZ,博云新材,14.62,10.007524454477052,国防军工-军工装备-航空装备,-42919934.0,81022578.000,成飞概念;大飞机;航空发动机;军民融合;商业航天;军工;无人机;碳纤维;培育钻石;国企改革;2026一季报预增;融资融券,573104819.00,135.462,0.0,42919934.0,33,002297
605098.SH,行动教育,60.15,10.003657644476954,社会服务-教育-教育Ⅲ,-32127985.0,11745899.000,在线教育;职业教育;DeepSeek概念;高股息精选;AI应用;沪股通,119251100.00,22.421,6567637.0,38695622.0,17,605098
603459.SH,红板科技,68.4,10.003216468317797,电子-元件-印制电路板,73726044.0,400604150.000,注册制次新股;机器人概念;锂电池概念;华为概念;一带一路;无人驾驶;小米概念;东数西算(算力);智能座舱;比亚迪概念;商业航天;卫星导航;智能穿戴;芯片概念;华为手机;汽车电子;MiniLED;消费电子概念;存储芯片;富士康概念;PCB概念;共封装光学(CPO);虚拟现实;新股与次新股;融资融券,753753588.00,95.502,354826081.0,281100037.0,17,603459
603444.SH,吉比特,393.34,10.00055931539795,传媒-游戏-游戏Ⅲ,-104707908.0,277106272.000,手机游戏;网络游戏;IP经济(谷子经济);福建自贸区;海峡两岸;2025年报预增;沪股通;2026一季报预增;融资融券,72041101.00,15.798,293198602.0,397906510.0,17,603444
603950.SH,长源东谷,59.84,10.000000000000009,汽车-汽车零部件-底盘与发动机系统,-98575810.0,125449862.000,汽车电子;飞行汽车(eVTOL);新能源汽车;比亚迪概念;2025年报预增;低空经济;沪股通,324130800.00,49.863,98692458.0,197268268.0,17,603950
603150.SH,万朗磁塑,57.53,10.000000000000009,家用电器-白色家电-家电零部件,12336626.0,17272823.000,毫米波雷达;PCB概念;汽车电子;无人驾驶;传感器;比亚迪概念;稀土永磁;新能源汽车;军工;家用电器;创投;冷链物流;一带一路;可降解塑料,85483000.00,40.471,37368472.0,25031846.0,17,603150
605289.SH,罗曼股份,126.61,10.000000000000005,建筑装饰-建筑装饰-装饰园林,58013160.0,84248154.000,液冷服务器;数据中心;智慧灯杆;东数西算(算力);空间计算;风电;新能源汽车;储能;换电概念;虚拟现实;智慧城市;人工智能;DeepSeek概念;元宇宙;IP经济(谷子经济);沪股通;股权转让(并购重组),109007500.00,253.788,144507838.0,86494678.0,17,605289
603687.SH,大胜达,18.04,10.000000000000004,轻工制造-包装印刷-包装,3842520.0,224379718.000,钙钛矿电池;数字水印;烟草;AIGC概念;光伏概念;ChatGPT概念;芯片概念;DeepSeek概念;锂电池概念;数字孪生;工业互联网;共同富裕示范区;人工智能;物联网,550031864.00,81.846,75327824.0,71485304.0,17,603687
002468.SZ,申通快递,16.39,10.000000000000002,交通运输-物流-物流Ⅲ,-59857919.0,84975592.000,统一大市场;长三角一体化;智能物流;乡村振兴;回购增持再贷款概念;数字经济;人工智能;阿里巴巴概念;深股通;2026一季报预增;融资融券,1530802166.00,18.327,0.0,59857919.0,33,002468
003036.SZ,泰坦股份,29.7,9.999999999999998,机械设备-专用设备-纺织服装设备,4481994.0,54322679.000,共同富裕示范区;新型工业化;机器人概念;高端装备;参股银行;固态电池;锂电池概念,216284036.00,114.385,63892043.0,59410049.0,33,003036
002788.SZ,鹭燕医药,15.95,9.999999999999996,医药生物-医药商业-医药流通,99028419.0,124787681.000,医药电商;养老概念;冷链物流;智能医疗;福建自贸区;医疗器械概念;海峡两岸;人工智能,388516736.00,21.158,184297163.0,85268744.0,33,002788
603285.SH,键邦股份,34.65,9.999999999999996,基础化工-化学制品-其他化学制品,-54259086.0,25899358.000,锂电池概念;融资融券,160000000.00,38.894,31659249.0,85918335.0,17,603285
603773.SH,沃格光电,49.52,9.995557529986671,电子-光学光电子-面板,60612015.0,109049309.000,MicroLED概念;MiniLED;光刻机;共封装光学(CPO);先进封装;OLED;柔性屏(折叠屏);存储芯片;PET铜箔;钙钛矿电池;6G概念;汽车电子;消费电子概念;芯片概念;商业航天;智能穿戴;小米概念;卫星导航;华为概念;锂电池概念;沪股通,224736633.00,-124.685,184236093.0,123624078.0,17,603773
603890.SH,春秋电子,18.71,9.994121105232212,电子-消费电子-消费电子零部件及组装,-5947055.0,209132197.000,富士康概念;AI PC;汽车电子;消费电子概念;AI眼镜;5G;比亚迪概念;人形机器人;小米汽车;F5G概念;特斯拉概念;新能源汽车;华为汽车;机器人概念;华为概念;人民币贬值受益;沪股通;融资融券,446808401.00,27.142,269259193.0,275206248.0,17,603890
002980.SZ,华盛昌,70.55,9.993763642033047,电力设备-电网设备-电气自控设备,-105083949.0,16055355.000,共封装光学(CPO);血氧仪;核污染防治;PM2.5;AI眼镜;智能穿戴;华为鲲鹏;食品安全;充电桩;光伏概念;物联网;储能;DeepSeek概念;AI智能体;鸿蒙概念;新能源汽车;人民币贬值受益;智能医疗;核电;医疗器械概念;流感,189401160.00,154.431,150876711.0,255960660.0,33,002980
605365.SH,立达信,23.67,9.990706319702612,电子-光学光电子-LED,-25362034.5,77747003.500,人民币贬值受益;家用电器;一带一路;跨境电商;智能物流;海峡两岸;福建自贸区;新型工业化;传感器;机器人概念;智能家居;物联网;安防;毫米波雷达;华为概念;人工智能;鸿蒙概念;沪股通,502012876.00,70.009,25558855.5,50920890.0,17,605365
603698.SH,航天工程,39.53,9.988870339454657,机械设备-专用设备-能源及重型设备,-7772205.0,212640525.000,军民融合;军工;高端装备;核电;氢能源;碳中和;国企改革;煤化工概念;沪股通;融资融券,535990000.00,97.862,204077751.0,211849956.0,17,603698
002824.SZ,和胜股份,29.62,9.988860007426666,有色金属-工业金属-铝,19669087.0,55257249.000,华为手机;汽车热管理;消费电子概念;柔性屏(折叠屏);新能源汽车;比亚迪概念;小米概念;宁德时代概念;2025年报预增;储能;智能家居;华为概念;三胎概念;深股通;融资融券,311178838.00,68.933,200651002.0,180981915.0,33,002824
000919.SZ,金陵药业,8.26,9.986684420772304,医药生物-化学制药-化学制剂,30810280.0,75068067.000,民营医院;养老概念;高压氧舱;医疗器械概念;医美概念;国企改革;创投;仿制药一致性评价;创新药,621924528.00,95.282,108915910.0,78105630.0,33,000919
002051.SZ,中工国际,11.9,9.981515711645102,建筑装饰-建筑装饰-专业工程,-169531324.0,273064849.000,固废处理;新疆振兴;冰雪产业;新型城镇化;污水处理;同花顺中特估100;乡村振兴;国企改革;雄安新区;央企国企改革;一带一路;水利;人民币贬值受益;华为概念;东数西算(算力);深股通;融资融券;中字头股票,1237408937.00,47.907,242298706.0,411830030.0,33,002051
002498.SZ,汉缆股份,8.5,9.961190168175932,电力设备-电网设备-线缆部件及其他,-8465770.0,581348467.000,柔性直流输电;特高压;抽水蓄能;智能电网;电力物联网;风电;充电桩;核电;海工装备;燃料电池;氢能源;一带一路;无人机;数字经济;5G;深股通;融资融券,3326796000.00,47.740,212205297.0,220671067.0,33,002498
002033.SZ,丽江股份,9.94,9.955752212389385,社会服务-旅游及酒店-自然景点,-9703412.0,75375770.000,冰雪产业;旅游概念;IP经济(谷子经济);西部大开发;高股息精选;2026一季报预增;深股通;融资融券,549490711.00,25.586,105034073.0,114737485.0,33,002033
002038.SZ,双鹭药业,8.07,9.945504087193466,医药生物-化学制药-化学制剂,82109489.0,95262402.000,仿制药一致性评价;创新药;医药电商;幽门螺杆菌概念;减肥药;肝炎概念;流感;生物疫苗;辅助生殖;猴痘概念;民营医院;医美概念;基因测序;NMN概念;工业大麻;创投;京津冀一体化;深股通;融资融券,1027350000.00,44.069,181002390.0,98892901.0,33,002038
301248.SZ,杰创智能,55.44,9.934562760261745,计算机-IT服务-IT服务Ⅲ,33213716.0,46051689.000,华为昇腾;智谱AI;算力租赁;华为鲲鹏;云计算;数据确权;云办公;财税数字化;多模态AI;信创;智慧政务;网络安全;东数西算(算力);AIGC概念;AI智能体;人脸识别;数据要素;腾讯概念;时空大数据;阿里巴巴概念;语音技术;在线教育;区块链;数字乡村;智慧灯杆;智慧城市;安防;数据中心;华为概念;卫星导航;数字孪生;DeepSeek概念;华为数字能源;5G;物联网;人工智能;液冷服务器;数字经济;芯片概念;智能医疗;无人机;低空经济;新型工业化;智能电网;机器人概念;粤港澳大湾区;智能物流;AI应用;新型城镇化;融资融券,153705000.00,280.653,95943564.0,62729848.0,33,301248
600664.SH,哈药股份,4.44,9.90099009900991,医药生物-化学制药-化学制剂,-406351335.0,-90147777.000,维生素;医药电商;流感;仿制药一致性评价;肝炎概念;创新药;黑龙江自贸区;三胎概念;养老概念;跨境电商;DeepSeek概念;沪股通;融资融券,2518509876.00,25.523,296310075.0,702661410.0,17,600664
002060.SZ,广东建工,4.11,9.89304812834225,建筑装饰-建筑装饰-基础建设,10847751.0,94568048.200,绿色电力;抽水蓄能;PPP概念;国企改革;污水处理;风电;新型城镇化;乡村振兴;氢能源;水利;高股息精选;一带一路;储能;燃料电池;粤港澳大湾区;智慧城市;深股通;融资融券,3754393242.00,13.915,75019709.0,64171958.0,33,002060
603063.SH,禾望电气,37.94,9.748336708128429,电力设备-风电设备-风电零部件,-100395360.0,252656970.000,储能;智能电网;光伏概念;抽水蓄能;风电;氢能源;粤港澳大湾区;海工装备;沪股通;融资融券,458800992.00,85.126,539870650.0,640266010.0,17,603063
920564.BJ,天润科技,26.22,9.707112970711298,计算机-IT服务-IT服务Ⅲ,-4537065.6000000015,,商业航天;空间计算;西部大开发;智慧城市;融资融券;时空大数据;DeepSeek概念;数据要素;人工智能;华为昇腾;旅游概念;数字乡村;云计算;乡村振兴;华为鲲鹏;多模态AI;数字孪生,89103621.00,-181.614,16925473.4,21462539.0,151,920564
300480.SZ,光力科技,35.65,9.255286546123187,机械设备-专用设备-能源及重型设备,75541511.0,68317428.000,先进封装;共封装光学(CPO);第三代半导体;芯片概念;工业母机;传感器;华为概念;专精特新;高端装备;物联网;工业互联网;机器人概念;一带一路;深股通,367821858.00,269.292,156899821.0,81358310.0,33,300480
301017.SZ,漱玉平民,15.36,9.246088193456606,医药生物-医药商业-药店,18871286.0,16405190.000,家庭医生;医药电商;智能医疗;医美概念;养老概念;宠物经济;时空大数据;阿里巴巴概念;跨境电商;冷链物流;海峡两岸;深股通;融资融券,405606457.00,42.810,48937377.0,30066091.0,33,301017
603629.SH,利通电子,87.33,9.230769230769225,电子-消费电子-消费电子零部件及组装,17418020.0,-132523700.000,算力租赁;东数西算(算力);液冷服务器;英伟达概念;云计算;腾讯概念;华为概念;消费电子概念;芯片概念;OLED;小米概念;2025年报预增;军工;沪股通,262320000.00,79.562,714705290.0,697287270.0,17,603629
301682.SZ,宏明电子,127.51,9.141487631601478,国防军工-军工电子-军工电子Ⅲ,75866271.0,110627238.000,储能;国企改革;超级电容;商业航天;核电;东数西算(算力);卫星导航;新能源汽车;军工;苹果概念;可控核聚变;消费电子概念;华为概念;汽车电子;比亚迪概念;西部大开发;注册制次新股;高端装备;传感器;芯片概念;柔性直流输电;新股与次新股;融资融券,121549358.00,48.628,259910841.0,184044570.0,33,301682
688141.SH,杰华特,69.26,8.848027659908851,电子-半导体-模拟芯片设计,106176000.0,88250799.000,汽车芯片;消费电子概念;芯片概念;汽车电子;智能座舱;小米概念;无人驾驶;专精特新;新能源汽车;华为概念;储能;锂电池概念;沪股通;融资融券,450321609.00,-43.492,263446463.0,157270463.0,17,688141
300301.SZ,ST长方,3.98,8.7431693989071,电子-光学光电子-LED,21731352.0,17371137.400,ST板块;PPP概念;跨境电商;人民币贬值受益;储能,829868769.00,-21.969,44984049.0,23252697.0,33,300301
600233.SH,圆通速递,21.67,8.73055694932264,交通运输-物流-物流Ⅲ,38548582.0,-20993737.000,统一大市场;跨境电商;回购增持再贷款概念;长三角一体化;智能物流;阿里巴巴概念;沪股通;融资融券,3422707238.00,19.338,161927534.0,123378952.0,17,600233
300870.SZ,欧陆通,346.64,8.698651614926312,电力设备-其他电源设备-其他电源设备Ⅲ,97935210.0,48751699.000,液冷服务器;富士康概念;第三代半导体;WiFi 6;消费电子概念;数据中心;无人机;比亚迪概念;华为概念;充电桩;光伏概念;储能;海峡两岸;阿里巴巴概念;智能家居;一带一路;深股通;融资融券,109030681.00,127.883,441270960.0,343335750.0,33,300870
300444.SZ,双杰电气,15.05,8.664259927797842,电力设备-电网设备-输变电设备,136647852.0,126470126.000,柔性直流输电;智能电网;电力物联网;虚拟电厂;华为数字能源;风电;高压快充;充电桩;换电概念;光伏概念;光伏建筑一体化;绿色电力;储能;碳中和;钒电池;海工装备;数据中心;数字孪生;工业互联网;京津冀一体化;高端装备;数字经济;2025年报预增;人工智能;一带一路;新疆振兴;东数西算(算力);长安汽车概念;华为概念;机器人概念;锂电池概念;新能源汽车;比亚迪概念;固态电池;股权转让(并购重组);深股通,798625090.00,64.809,300885482.0,164237630.0,33,300444
301306.SZ,西测测试,177.72,8.657373440939102,社会服务-其他社会服务-专业服务,109904820.0,53122310.000,卫星导航;商业航天;大飞机;军民融合;军工;华为概念;存储芯片;专精特新;西部大开发;融资融券,84400000.00,-106.142,445025540.0,335120720.0,33,301306
002891.SZ,中宠股份,41.23,8.385909568874863,农林牧渔-农产品加工-宠物食品,48272932.0,18351032.800,宠物经济;人民币贬值受益;融资融券;深股通,319633233.00,29.654,91803703.0,43530771.0,33,002891
603083.SH,剑桥科技,130.69,8.34853258166141,通信-通信设备-通信终端及配件,749846650.0,956296240.000,共封装光学(CPO);F5G概念;液冷服务器;WiFi 6;5G;华为概念;物联网;工业互联网;2025年报预增;人民币贬值受益;智能家居;一带一路;沪股通;融资融券,352650373.00,174.916,2177386260.0,1427539610.0,17,603083
301683.SZ,慧谷新材,130.99,8.184671291707971,基础化工-化学制品-涂料油墨,34474978.0,10546472.000,粤港澳大湾区;注册制次新股;MiniLED;MicroLED概念;专精特新;新股与次新股;融资融券,63116400.00,39.981,117677550.0,83202572.0,33,301683
002149.SZ,西部材料,54.09,8.180000000000007,有色金属-小金属-其他小金属,172656670.0,422911490.000,航空发动机;商业航天;卫星导航;可控核聚变;军工;超导概念;核电;海工装备;5G;柔性屏(折叠屏);专精特新;西部大开发;小金属概念;燃料电池;国企改革;氢能源;医疗器械概念;俄乌冲突概念;深股通;融资融券,488214274.00,285.984,1523798900.0,1351142230.0,33,002149
600295.SH,鄂尔多斯,15.08,8.100358422939074,钢铁-钢铁-冶钢原料,-3409240.0,8014398.800,煤炭概念;高股息精选;小金属概念;水泥概念;硅能源;光伏概念;西部大开发;创投;沪股通;融资融券,2798776254.00,17.863,23675942.0,27085182.0,17,600295
600839.SH,四川长虹,9.5,8.07736063708761,家用电器-黑色家电-彩电,107908590.0,762615825.000,财税数字化;多模态AI;华为欧拉;AI智能体;ChatGPT概念;区块链;信创;百度概念;AI语料;DeepSeek概念;数字经济;人工智能;智慧城市;NFT概念;星闪概念;云游戏;跨境支付(CIPS);智能音箱;虚拟现实;低空经济;物联网;华为概念;智能医疗;军工信息化;工业互联网;卫星导航;军工;血氧仪;无人机;航空发动机;养老概念;军民融合;华为海思概念股;大飞机;机器人概念;跨境电商;小米概念;数据中心;智能家居;毫米波雷达;传感器;芯片概念;华为数字能源;消费电子概念;回购增持再贷款概念;医疗器械概念;西部大开发;锂电池概念;家用电器;国企改革;储能;OLED;汽车热管理;苹果概念;钒电池;AI应用;融资融券;沪股通,4616244222.00,32.635,572271470.0,464362880.0,17,600839
002705.SZ,新宝股份,17.02,7.994923857868018,家用电器-小家电-小家电Ⅲ,91454706.0,58136301.000,宠物经济;三胎概念;中俄贸易概念;家用电器;人民币贬值受益;智能家居;机器人概念;小米概念;融资融券;深股通,811875780.00,13.794,134027674.0,42572968.0,33,002705
002552.SZ,宝鼎科技,20.58,7.974816369359914,电子-元件-印制电路板,-17811523.0,107558167.000,黄金概念;PCB概念;国企改革;股权转让(并购重组);5G;互联网金融;2026一季报预增;深股通,387985331.00,64.270,106074169.0,123885692.0,33,002552
688501.SH,青达环保,26.87,7.825040128410912,环保-环保设备-环保设备Ⅲ,9827678.8,10255143.200,储能;2025年报预增;超超临界发电;碳中和;氢能源;融资融券,124226000.00,18.447,18843795.6,9016116.8,17,688501
301479.SZ,弘景光电,102.3,7.706885660138969,电子-光学光电子-光学元件,64927283.0,13496404.000,AI眼镜;消费电子概念;小米概念;虚拟现实;机器视觉;智能座舱;智能家居;粤港澳大湾区;专精特新;比亚迪概念;无人驾驶;机器人概念;人形机器人;深股通;融资融券,88965333.00,47.191,116218685.0,51291402.0,33,301479
600605.SH,汇通能源,31.63,7.621640013610065,商贸零售-零售-商业物业经营,66366446.0,8682876.000,物业管理;租售同权;芯片概念;沪股通,206282429.00,270.540,125200291.0,58833845.0,17,600605
001896.SZ,豫能控股,16.2,7.569721115537841,公用事业-电力-火电,265133660.0,492625650.000,抽水蓄能;超超临界发电;虚拟电厂;绿色电力;风电;煤炭概念;碳中和;光伏建筑一体化;储能;充电桩;数据中心;东数西算(算力);工业互联网;华为概念;国企改革;人工智能;创投;智能物流;深股通;融资融券,1525781330.00,63.320,962256480.0,697122820.0,33,001896
301557.SZ,常友科技,113.93,7.491272761581293,电力设备-风电设备-风电零部件,17670419.0,3733449.000,碳纤维;风电;专精特新;海工装备;无人机;军工;融资融券,44307871.00,66.543,45434954.0,27764535.0,33,301557
